sim_id;widths;c2c_d
sim_011;0.068,0.067,0.066,0.065,0.065,0.064,0.063,0.062,0.061,0.06,0.06,0.059,0.058,0.057,0.056,0.055,0.055,0.054,0.053,0.052,0.051,0.051,0.05,0.049,0.048,0.047,0.046,0.046,0.045,0.044,0.043,0.042,0.042,0.041,0.04,0.039,0.038,0.037,0.037,0.036,0.035,0.034,0.033,0.033,0.032,0.031,0.03,0.029,0.028,0.028,0.027,0.028,0.028,0.029,0.03,0.031,0.032,0.033,0.033,0.034,0.035,0.036,0.037,0.037,0.038,0.039,0.04,0.041,0.042,0.042,0.043,0.044,0.045,0.046,0.046,0.047,0.048,0.049,0.05,0.051,0.051,0.052,0.053,0.054,0.055,0.055,0.056,0.057,0.058,0.059,0.06,0.06,0.061,0.062,0.063,0.064,0.065,0.065,0.066,0.067,0.068;0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268
sim_012;0.035,0.035,0.035,0.035,0.034,0.034,0.034,0.034,0.034,0.033,0.033,0.033,0.033,0.033,0.033,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.033,0.033,0.033,0.033,0.033,0.033,0.034,0.034,0.034,0.034,0.034,0.035,0.035,0.035,0.035;0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297
sim_013;0.068,0.066,0.064,0.062,0.061,0.059,0.058,0.056,0.055,0.053,0.052,0.051,0.049,0.048,0.047,0.045,0.044,0.043,0.042,0.041,0.04,0.039,0.038,0.037,0.036,0.035,0.034,0.033,0.033,0.032,0.031,0.03,0.03,0.029,0.029,0.028,0.028,0.027,0.027,0.026,0.026,0.026,0.025,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0.025,0.026,0.026,0.026,0.027,0.027,0.028,0.028,0.029,0.029,0.03,0.03,0.031,0.032,0.033,0.033,0.034,0.035,0.036,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.045,0.047,0.048,0.049,0.051,0.052,0.053,0.055,0.056,0.058,0.059,0.061,0.062,0.064,0.066,0.068;0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241,0.241
sim_014;0.074,0.072,0.07,0.068,0.066,0.064,0.062,0.06,0.058,0.056,0.055,0.053,0.051,0.05,0.048,0.046,0.045,0.044,0.042,0.041,0.039,0.038,0.037,0.036,0.035,0.034,0.032,0.031,0.03,0.03,0.029,0.028,0.027,0.026,0.026,0.025,0.024,0.024,0.023,0.023,0.022,0.022,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.022,0.022,0.023,0.023,0.024,0.024,0.025,0.026,0.026,0.027,0.028,0.029,0.03,0.03,0.031,0.032,0.034,0.035,0.036,0.037,0.038,0.039,0.041,0.042,0.044,0.045,0.046,0.048,0.05,0.051,0.053,0.055,0.056,0.058,0.06,0.062,0.064,0.066,0.068,0.07,0.072,0.074;0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152
sim_015;0.029,0.029,0.029,0.029,0.029,0.029,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.029,0.029,0.029,0.029,0.029,0.029;0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271
sim_016;0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052;0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185
sim_017;0.073,0.071,0.069,0.067,0.065,0.063,0.061,0.059,0.058,0.056,0.054,0.052,0.051,0.049,0.048,0.046,0.045,0.043,0.042,0.04,0.039,0.038,0.037,0.036,0.034,0.033,0.032,0.031,0.03,0.029,0.029,0.028,0.027,0.026,0.025,0.025,0.024,0.024,0.023,0.023,0.022,0.022,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.022,0.022,0.023,0.023,0.024,0.024,0.025,0.025,0.026,0.027,0.028,0.029,0.029,0.03,0.031,0.032,0.033,0.034,0.036,0.037,0.038,0.039,0.04,0.042,0.043,0.045,0.046,0.048,0.049,0.051,0.052,0.054,0.056,0.058,0.059,0.061,0.063,0.065,0.067,0.069,0.071,0.073;0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168
sim_018;0.038,0.037,0.036,0.036,0.035,0.034,0.034,0.033,0.032,0.032,0.031,0.031,0.03,0.03,0.029,0.029,0.028,0.028,0.027,0.027,0.026,0.026,0.026,0.025,0.025,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.024,0.024,0.024,0.025,0.025,0.026,0.026,0.026,0.027,0.027,0.028,0.028,0.029,0.029,0.03,0.03,0.031,0.031,0.032,0.032,0.033,0.034,0.034,0.035,0.036,0.036,0.037,0.038;0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176
sim_019;0.04,0.041,0.042,0.043,0.045,0.046,0.048,0.049,0.051,0.053,0.054,0.056,0.058,0.06,0.062,0.064,0.066,0.068,0.071,0.073,0.075,0.077,0.08,0.082,0.084,0.087,0.089,0.091,0.094,0.096,0.098,0.101,0.103,0.105,0.107,0.109,0.111,0.112,0.114,0.116,0.117,0.119,0.12,0.121,0.122,0.123,0.123,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.123,0.123,0.122,0.121,0.12,0.119,0.117,0.116,0.114,0.112,0.111,0.109,0.107,0.105,0.103,0.101,0.098,0.096,0.094,0.091,0.089,0.087,0.084,0.082,0.08,0.077,0.075,0.073,0.071,0.068,0.066,0.064,0.062,0.06,0.058,0.056,0.054,0.053,0.051,0.049,0.048,0.046,0.045,0.043,0.042,0.041,0.04;0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249
sim_020;0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033;0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181
sim_021;0.049,0.05,0.052,0.053,0.055,0.057,0.058,0.06,0.062,0.064,0.066,0.069,0.071,0.073,0.076,0.078,0.08,0.083,0.086,0.088,0.091,0.094,0.096,0.099,0.102,0.104,0.107,0.11,0.113,0.115,0.118,0.12,0.123,0.125,0.127,0.13,0.132,0.134,0.136,0.138,0.139,0.141,0.142,0.143,0.144,0.145,0.146,0.147,0.147,0.147,0.148,0.147,0.147,0.147,0.146,0.145,0.144,0.143,0.142,0.141,0.139,0.138,0.136,0.134,0.132,0.13,0.127,0.125,0.123,0.12,0.118,0.115,0.113,0.11,0.107,0.104,0.102,0.099,0.096,0.094,0.091,0.088,0.086,0.083,0.08,0.078,0.076,0.073,0.071,0.069,0.066,0.064,0.062,0.06,0.058,0.057,0.055,0.053,0.052,0.05,0.049;0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295
sim_022;0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071;0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.209
sim_023;0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095;0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288
sim_024;0.032,0.032,0.033,0.034,0.035,0.037,0.038,0.039,0.04,0.042,0.043,0.045,0.046,0.048,0.05,0.052,0.054,0.056,0.058,0.06,0.062,0.064,0.067,0.069,0.071,0.074,0.076,0.078,0.081,0.083,0.086,0.088,0.09,0.092,0.095,0.097,0.099,0.101,0.103,0.104,0.106,0.107,0.109,0.11,0.111,0.112,0.113,0.113,0.114,0.114,0.114,0.114,0.114,0.113,0.113,0.112,0.111,0.11,0.109,0.107,0.106,0.104,0.103,0.101,0.099,0.097,0.095,0.092,0.09,0.088,0.086,0.083,0.081,0.078,0.076,0.074,0.071,0.069,0.067,0.064,0.062,0.06,0.058,0.056,0.054,0.052,0.05,0.048,0.046,0.045,0.043,0.042,0.04,0.039,0.038,0.037,0.035,0.034,0.033,0.032,0.032;0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228
sim_025;0.039,0.04,0.041,0.042,0.043,0.045,0.046,0.047,0.049,0.05,0.052,0.053,0.055,0.057,0.058,0.06,0.062,0.063,0.065,0.067,0.069,0.07,0.072,0.074,0.076,0.077,0.079,0.081,0.083,0.084,0.086,0.087,0.089,0.09,0.092,0.093,0.095,0.096,0.097,0.098,0.099,0.1,0.101,0.102,0.102,0.103,0.103,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.103,0.103,0.102,0.102,0.101,0.1,0.099,0.098,0.097,0.096,0.095,0.093,0.092,0.09,0.089,0.087,0.086,0.084,0.083,0.081,0.079,0.077,0.076,0.074,0.072,0.07,0.069,0.067,0.065,0.063,0.062,0.06,0.058,0.057,0.055,0.053,0.052,0.05,0.049,0.047,0.046,0.045,0.043,0.042,0.041,0.04,0.039;0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208
sim_026;0.051,0.049,0.048,0.047,0.046,0.045,0.045,0.044,0.043,0.042,0.041,0.04,0.039,0.038,0.038,0.037,0.036,0.035,0.035,0.034,0.033,0.033,0.032,0.032,0.031,0.03,0.03,0.029,0.029,0.029,0.028,0.028,0.027,0.027,0.027,0.026,0.026,0.026,0.025,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0.025,0.026,0.026,0.026,0.027,0.027,0.027,0.028,0.028,0.029,0.029,0.029,0.03,0.03,0.031,0.032,0.032,0.033,0.033,0.034,0.035,0.035,0.036,0.037,0.038,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.045,0.045,0.046,0.047,0.048,0.049,0.051;0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238
sim_027;0.05,0.049,0.048,0.047,0.046,0.045,0.044,0.043,0.042,0.042,0.041,0.04,0.039,0.038,0.037,0.037,0.036,0.035,0.034,0.034,0.033,0.032,0.032,0.031,0.031,0.03,0.029,0.029,0.028,0.028,0.027,0.027,0.027,0.026,0.026,0.026,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0.026,0.026,0.026,0.027,0.027,0.027,0.028,0.028,0.029,0.029,0.03,0.031,0.031,0.032,0.032,0.033,0.034,0.034,0.035,0.036,0.037,0.037,0.038,0.039,0.04,0.041,0.042,0.042,0.043,0.044,0.045,0.046,0.047,0.048,0.049,0.05;0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231
